STT,Tieu de,Gia (VND),Gia/m2 (trieu),Dien tich,Dia chi,Quan/Huyen,Thanh pho,Vi do,Kinh do,Loai BDS,Loai can ho,Phong ngu,Nha ve sinh,So tang,Huong,Noi that,Phap ly,Tien coc,Loai phi,So anh,Nguoi dang,Phong tot,Diem danh gia,Ngay dang,URL,Thoi gian crawl
5209,"Chính chủ cần bán căn hộ chung cư Nhiêu Tứ, phường Cầu Kiệu -Phú Nhuận",3600000000,68.181946,52.7999 m²,"Phường 7, Quận Phú Nhuận, Tp Hồ Chí Minh",Quận Phú Nhuận,Tp Hồ Chí Minh,10.79662,106.68728,,,2,1,,,2.0,6.0,,[],,Hiền,,,2025-12-12 00:00:00,https://www.chotot.com/129607619.htm,
5210,CẦN BÁN CĂN HỘ CHUNG CƯ TÂN PHÚ,1950000000,40.625,48 m²,"Phường Tân Quý, Quận Tân Phú, Tp Hồ Chí Minh",Quận Tân Phú,Tp Hồ Chí Minh,10.792967,106.6285,,,1,1,,,2.0,6.0,,[],,nguyen chi thanh,,,2025-12-12 00:00:00,https://www.chotot.com/129613607.htm,
5211,"4 tỷ căn hộ 100m2, 10 tháng đóng 200 tr, còn lại trả góp 2 tháng/lần",4032000000,40.32,100 m²,"Phường Hiệp Bình Phước (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",Thành phố Thủ Đức,Tp Hồ Chí Minh,10.850668,106.72051,,,3,3,,,,6.0,,[],,Trần Thu Hiền,,,2025-12-12 00:00:00,https://www.chotot.com/129635467.htm,
5212,"76m2 - Giá 3.49 tỷ sổ hồng, ưu đãi tối đa 8% -Officetel MT Eastmark Q9",3490000000,45.92105,76 m²,"Phường Long Trường (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",Thành phố Thủ Đức,Tp Hồ Chí Minh,10.79732,106.82337,,,1,1,,,3.0,6.0,,[],,Huỳnh Thanh Phong,,,2025-12-12 00:00:00,https://www.chotot.com/129635355.htm,
5213,CHÍNH CHỦ GỞI BÁN CĂN 3PN VIEW ĐẦM SEN - TẦNG CAO - GIÁ CHỈ 6 TỶ 450,6450000000,71.666664,90 m²,"Phường 6, Quận 6, Tp Hồ Chí Minh",Quận 6,Tp Hồ Chí Minh,10.75308,106.64583,,,3,2,,,,5.0,,[],,Nhật Thành,,,2025-12-12 00:00:00,https://www.chotot.com/129621283.htm,
5214,cần bán gấp căn hộ 2pn Western Capital,2500000000,50.0,50 m²,"Phường 10, Quận 6, Tp Hồ Chí Minh",Quận 6,Tp Hồ Chí Minh,10.73783,106.62883,,,2,1,,,,5.0,,[],,Hằng,,,2025-12-12 00:00:00,https://www.chotot.com/129611241.htm,
5215,"Bán căn hộ 91m² 3PN-Origami. Giá: 4,780tỷ All in. Sẵn sổ. Full NT gỗ",4780000000,52.527473,91 m²,"Phường Long Thạnh Mỹ (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",Thành phố Thủ Đức,Tp Hồ Chí Minh,10.8454,106.81972,,,3,2,,,,6.0,,[],,Thanh Nguyễn,,,2025-12-12 00:00:00,https://www.chotot.com/129635061.htm,
5216,"Bán nhanh căn 54m2, 2pn, 2wc, giá 2.150 tỷ HQC Blusky Quận 2",2150000000,39.814816,54 m²,"Phường Bình Trưng Đông (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",Thành phố Thủ Đức,Tp Hồ Chí Minh,10.78615,106.77295,,,2,2,,,3.0,5.0,,[],,Trần Anh Thoa,,,2025-12-12 00:00:00,https://www.chotot.com/127049900.htm,
5217,CHÍNH CHỦ BÁN CĂN HỘ CARILLON 2 ĐẶNG THÀNH 1 PHÒNG NGỦ SỔ HỒNG,3100000000,62.0,50 m²,"Phường Hòa Thạnh, Quận Tân Phú, Tp Hồ Chí Minh",Quận Tân Phú,Tp Hồ Chí Minh,10.77527,106.63448,,,1,1,,,1.0,6.0,,[],,Trần Thanh Tâm,,,2025-12-12 00:00:00,https://www.chotot.com/129609372.htm,
5218,Bán Gấp 3pn2wc SaiGon Mia full nội thất 5ty650 bao thuế phí sang tên,5650000000,68.07229,83 m²,"Xã Bình Hưng, Huyện Bình Chánh, Tp Hồ Chí Minh",Huyện Bình Chánh,Tp Hồ Chí Minh,10.73786,106.68984,,,2,2,,,2.0,5.0,,[],,Nguyễn Trọng Tuấn,,,2025-12-12 00:00:00,https://www.chotot.com/120938275.htm,
5219,"Bán căn hộ Bàu Cát 2, Lô A, Thang Máy, 61m2 2PN-2WC Full nội thất đẹp",3900000000,63.934425,61 m²,"Phường 10, Quận Tân Bình, Tp Hồ Chí Minh",Quận Tân Bình,Tp Hồ Chí Minh,10.78738,106.6472,,,2,2,,,2.0,6.0,,[],,Hải Căn Hộ,,,2025-12-12 00:00:00,https://www.chotot.com/129634742.htm,
5220,KHÔNG GIAN CỰC KỲ SANG TRỌNG CHUẨN MARRIOTT TẠI 2PN GRAND MARINA Q1,39000000000,549.2958,71 m²,"Phường Bến Nghé, Quận 1, Tp Hồ Chí Minh",Quận 1,Tp Hồ Chí Minh,10.78584,106.70952,,,2,2,,,1.0,6.0,,[],,Nguyễn Phương Uyên,,,2025-12-12 00:00:00,https://www.chotot.com/128292725.htm,
5221,34 TỶ BÁN CĂN NTCB 2PN2WC GRAND MARINA (GỬI KÈM LIST GIỎ HÀNG),32000000000,450.70422,71 m²,"Phường Bến Nghé, Quận 1, Tp Hồ Chí Minh",Quận 1,Tp Hồ Chí Minh,10.78584,106.70952,,,2,2,,,,6.0,,[],,Nghị Uyên,,,2025-12-12 00:00:00,https://www.chotot.com/128089914.htm,
5222,PKD GRAND MARINA BÁN FULL CĂN TỪ 22 TỶ 1-2-3PN SỐNG CHUẨN MARRIOT,31000000000,436.61972,71 m²,"Phường Bến Nghé, Quận 1, Tp Hồ Chí Minh",Quận 1,Tp Hồ Chí Minh,10.78584,106.70952,,,2,2,,,1.0,6.0,,[],,Phòng Kinh Doanh,,,2025-12-12 00:00:00,https://www.chotot.com/128244410.htm,
5223,Bán Căn hộ Sài Gòn Liền Kề Tuyến Metro,3100000000,46.268658,67 m²,"Phường Hiệp Phú (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",Thành phố Thủ Đức,Tp Hồ Chí Minh,10.85097,106.77665,,,2,2,,,3.0,6.0,,[],,Trang Bee,,,2025-12-12 00:00:00,https://www.chotot.com/129621466.htm,
5224,"Bán CC HQC Hóc Môn, 1,15 tỷ, 60m2, 2PN, full nội thất, hàng hot!",1150000000,19.166666,60 m²,"Xã Xuân Thới Đông, Huyện Hóc Môn, Tp Hồ Chí Minh",Huyện Hóc Môn,Tp Hồ Chí Minh,10.85667,106.60171,,,2,2,,,2.0,5.0,,[],,Trần Anh Thoa,,,2025-12-12 00:00:00,https://www.chotot.com/128365411.htm,
5225,"Chuyên giỏ hàng căn hộ Flora KIKYO, 1+1PN - 2PN đã có sổ hồng",3170000000,57.636364,55 m²,"Phường Phú Hữu (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",Thành phố Thủ Đức,Tp Hồ Chí Minh,10.79352,106.80008,,,1,1,,,3.0,6.0,,[],,PHẠM VĂN TÂM,,,2025-12-12 00:00:00,https://www.chotot.com/129617621.htm,
5226,Chung cư cư xá 39C Lý Thường Kiệt bán nhà sổ hồng chính chủ,2800000000,44.025227,63.5999 m²,"Phường 7, Quận 10, Tp Hồ Chí Minh",Quận 10,Tp Hồ Chí Minh,10.764551,106.661575,,,2,,,,,6.0,,[],,Nguyễn Sơn,,,2025-12-12 00:00:00,https://www.chotot.com/129607626.htm,
5227,Bán chung cư khang gia tân hương tân Phú 42m2 1.25ty,1250000000,29.761906,42 m²,"Phường Phú Thọ Hòa, Quận Tân Phú, Tp Hồ Chí Minh",Quận Tân Phú,Tp Hồ Chí Minh,10.786331,106.627655,,,1,1,,,2.0,2.0,,[],,truong son,,,2025-12-12 00:00:00,https://www.chotot.com/129613798.htm,
5228,"Căn hộ 70m2 2PN, 2tolet Hoàng Quân plaza",1450000000,20.714285,70 m²,"Xã An Phú Tây, Huyện Bình Chánh, Tp Hồ Chí Minh",Huyện Bình Chánh,Tp Hồ Chí Minh,10.696301,106.61879,,,2,2,,,2.0,2.0,,[],,Mai Thị Kim Yến,,,2025-12-12 00:00:00,https://www.chotot.com/126624071.htm,
5229,"CĂN HỘ MẶT TIỀN TỈNH LỘ 10, 2PN ,1WC GIÁ 1 TỶ 446 TRIỆU , ƯU ĐÃI 200TR",1446000000,28.92,50 m²,"Phường Bình Trị Đông A, Quận Bình Tân, Tp Hồ Chí Minh",Quận Bình Tân,Tp Hồ Chí Minh,10.758039,106.60806,,,1,1,,,3.0,5.0,,[],,Ngọc Tuấn,,,2025-12-12 00:00:00,https://www.chotot.com/128969780.htm,
5230,Cần bán văn phòng đa năng Sunshine Sky City 2PN 2 WC 70m2,4100000000,58.57143,70 m²,"Phường Tân Phú, Quận 7, Tp Hồ Chí Minh",Quận 7,Tp Hồ Chí Minh,10.72619,106.7246,,,2,2,,,,4.0,,[],,Trương Đạt,,,2025-12-12 00:00:00,https://www.chotot.com/129554344.htm,
5231,"Chung cư 234 Phan Văn Trị, Bình Thạnh, 74m2 (7 x 11), 2PN, 3.45 tỷ",3450000000,46.62162,74 m²,"Phường 11, Quận Bình Thạnh, Tp Hồ Chí Minh",Quận Bình Thạnh,Tp Hồ Chí Minh,10.81664,106.69524,,,2,2,,,2.0,6.0,,[],,Châu Trần,,,2025-12-12 00:00:00,https://www.chotot.com/129624715.htm,
5232,"Bán căn 2pn 2wc chung cư Dreamhome Palace Q8,NH cho vay 70% vào ở ngay",2520000000,40.64516,62 m²,"Phường 7, Quận 8, Tp Hồ Chí Minh",Quận 8,Tp Hồ Chí Minh,10.70677,106.62474,,,2,2,,,2.0,5.0,,[],,Vũ Anh,,,2025-12-12 00:00:00,https://www.chotot.com/129019348.htm,
5233,Căn hộ noxh Lê Thành Tân Kiên trả góp 7tr/tháng,1000000000,25.0,40 m²,"Xã Tân Kiên, Huyện Bình Chánh, Tp Hồ Chí Minh",Huyện Bình Chánh,Tp Hồ Chí Minh,10.716207,106.58481,,,2,1,,,,4.0,,[],,Vũ Nhung,,,2025-12-12 00:00:00,https://www.chotot.com/129607043.htm,
5234,Bán căn hộ Sunrise CityView 76m Giá Tốt,4480000000,58.94737,76 m²,"Phường Tân Hưng, Quận 7, Tp Hồ Chí Minh",Quận 7,Tp Hồ Chí Minh,10.74367,106.70149,,,2,2,,,1.0,2.0,,[],,Hậu Trần,,,2025-12-12 00:00:00,https://www.chotot.com/126624079.htm,
5235,căn hộ 64m2 - 3 tỷ 571 - MT EASTMARK City - Sổ Hồng Riêng - 1PN+1,3571000000,55.796875,64 m²,"Phường Long Trường (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",Thành phố Thủ Đức,Tp Hồ Chí Minh,10.79732,106.82337,,,1,1,,,3.0,6.0,,[],,Kim Anh,,,2025-12-12 00:00:00,https://www.chotot.com/129633255.htm,
5236,Đ𝐎̣̂𝐂 𝐐𝐔𝐘𝐄̂̀𝐍  - CĂN 3 PHÒNG NGỦ– HIẾM TRONG GIỎ HÀNG THE RAINBOW,3650000000,43.975903,83 m²,"Phường Long Thạnh Mỹ (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",Thành phố Thủ Đức,Tp Hồ Chí Minh,10.8454,106.81972,,,3,2,,,,6.0,,[],,Phạm Yến Vinhomes,,,2025-12-12 00:00:00,https://www.chotot.com/129522830.htm,
5237,"Bán Căn Hộ 2PN - 80m2 - Beverly Cắt lỗ - Giá 4,800 tỷ All in. VHGP. Q9",4800000000,60.0,80 m²,"Phường Long Bình (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",Thành phố Thủ Đức,Tp Hồ Chí Minh,10.847918,106.84302,,,2,2,,,3.0,5.0,,[],,Thanh Nguyễn,,,2025-12-12 00:00:00,https://www.chotot.com/129632682.htm,
5238,"Nhà ở xã hội Q.2, CĐT bán 04 suất nội bộ cuối cùng tại Blue Sky Tower",2350000000,39.83051,59 m²,"Phường Bình Trưng Đông (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",Thành phố Thủ Đức,Tp Hồ Chí Minh,10.78615,106.77295,,,2,2,,,,2.0,,[],,Lê thuỳ dung,,,2025-12-12 00:00:00,https://www.chotot.com/126890785.htm,
5239,"Căn hộ 50m2, 2pn, 1wc, tầng 10 , Hqc Hóc Môn , 1,150 tỷ full chi phí",1150000000,23.0,50 m²,"Xã Xuân Thới Đông, Huyện Hóc Môn, Tp Hồ Chí Minh",Huyện Hóc Môn,Tp Hồ Chí Minh,10.85667,106.60171,,,2,1,,,,5.0,,[],,Lê thuỳ dung,,,2025-12-12 00:00:00,https://www.chotot.com/128292019.htm,
5240,HQC PLAZA BÁN CĂN 1 TỶ 050 SUẤT THANH LÝ TỪ CHỦ ĐẦU TƯ,1050000000,19.09091,55 m²,"Xã An Phú Tây, Huyện Bình Chánh, Tp Hồ Chí Minh",Huyện Bình Chánh,Tp Hồ Chí Minh,10.69352,106.60868,,,2,2,,,,2.0,,[],,Lê thuỳ dung,,,2025-12-12 00:00:00,https://www.chotot.com/122813439.htm,
5241,Shophouse Góc 2 MT -  135m2 - T P25 Bình Thạnh CC Soho Premier,5850000000,43.333332,135 m²,"Phường 25, Quận Bình Thạnh, Tp Hồ Chí Minh",Quận Bình Thạnh,Tp Hồ Chí Minh,10.804097,106.715385,,,3,3,,,,5.0,,[],,Trúc,,,2025-12-12 00:00:00,https://www.chotot.com/129632088.htm,
5242,🎁Bán căn hộ sát Aeon Bình Tân 2PN giá tốt thị trường- Sổ hồng riêng,2690000000,48.035713,56 m²,"Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh",Quận Bình Tân,Tp Hồ Chí Minh,10.73437,106.6129,,,2,1,,,3.0,6.0,,[],,BĐS CĂN HỘ CHUNG CƯ GIÁ RẺ,,,2025-12-12 00:00:00,https://www.chotot.com/129515919.htm,
5243,Căn hộ Liền kề Phú Mỹ Hưng giá *** bây giờ,4800000000,68.57143,70 m²,"Phường Tân Phú, Quận 7, Tp Hồ Chí Minh",Quận 7,Tp Hồ Chí Minh,10.72619,106.7246,,,2,2,,,1.0,5.0,,[],,Nguyễn Mến,,,2025-12-12 00:00:00,https://www.chotot.com/129513675.htm,
5244,stown tham lương 2pn dt75m2 giá bán 3.8 tỷ,3800000000,50.666668,75 m²,"Phường Tân Thới Nhất, Quận 12, Tp Hồ Chí Minh",Quận 12,Tp Hồ Chí Minh,10.82442,106.62025,,,2,2,,,,6.0,,[],,nguyen anh,,,2025-12-12 00:00:00,https://www.chotot.com/129630961.htm,
5245,Bán Chung cư 155 nguyễn Chí thanh Quận 5,3500000000,58.333332,60 m²,"Phường 9, Quận 5, Tp Hồ Chí Minh",Quận 5,Tp Hồ Chí Minh,10.75909,106.66579,,,2,,,,,6.0,,[],,Duy,,,2025-12-12 00:00:00,https://www.chotot.com/129630886.htm,
5246,"PRECIA NGAY QUẬN 2, CẦN BÁN 2PN2WC",6000000000,88.23529,68 m²,"Phường An Phú (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",Thành phố Thủ Đức,Tp Hồ Chí Minh,10.79161,106.75348,,,2,2,,,,6.0,,[],,Uyên Uyên,,,2025-12-12 00:00:00,https://www.chotot.com/120961192.htm,
5247,"BÁN PRECIA ĐÃ CÓ SỔ, HỖ TRỢ VAY, FULL NT CĂN 2PN BÁN 6 TỶ",6000000000,88.23529,68 m²,"Phường An Phú (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",Thành phố Thủ Đức,Tp Hồ Chí Minh,10.79161,106.75348,,,2,2,,,,6.0,,[],,Như Ý,,,2025-12-12 00:00:00,https://www.chotot.com/128045134.htm,
5248,Bán Gấp căn hộ Hoàng Anh An Tiến,3700000000,39.361702,94 m²,"Xã Phước Kiển, Huyện Nhà Bè, Tp Hồ Chí Minh",Huyện Nhà Bè,Tp Hồ Chí Minh,10.70387,106.71276,,,2,2,,,2.0,6.0,,[],,Kim Ngân,,,2025-12-12 00:00:00,https://www.chotot.com/129630624.htm,
5249,e cần bán gấp căn hiệp thành buiidng q12  1 pn 1 wc 56 m,1880000000,33.57143,56 m²,"Phường Thới An, Quận 12, Tp Hồ Chí Minh",Quận 12,Tp Hồ Chí Minh,10.88041,106.64922,,,1,1,,,4.0,5.0,,[],,my trương,,,2025-12-12 00:00:00,https://www.chotot.com/129630606.htm,
5250,🔥 CHUYỂN NHƯỢNG GẤP: MASTERI CENTRE POINT - giá có thể thương lượng💵,10500000000,105.0,100 m²,"Phường Long Bình (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",Thành phố Thủ Đức,Tp Hồ Chí Minh,10.786,106.85608,,,3,2,,,3.0,6.0,,[],,Tên chưa cung cấp,,,2025-12-12 00:00:00,https://www.chotot.com/129630185.htm,
5251,"Căn hộ giá có 1,4T hỗ trợ vay dt 57m2 thì giờ kiếm đâu ra.",1300000000,22.807018,57 m²,"Phường Bình Chiểu (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",Thành phố Thủ Đức,Tp Hồ Chí Minh,10.872086,106.740105,,,1,1,,,,6.0,,[],,Zeno Quốc Thịnh,,,2025-12-12 00:00:00,https://www.chotot.com/129630161.htm,
5252,Lumiere Midtown căn gốc 3PN view TTTM 123.00m2 giá all in 12.88 tỷ,12888000000,143.2,90 m²,"Phường An Phú (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",Thành phố Thủ Đức,Tp Hồ Chí Minh,10.80195,106.75376,,,3,2,,,1.0,5.0,,[],,Trần Hiếu,,,2025-12-12 00:00:00,https://www.chotot.com/126997176.htm,
5253,Căn Doulkey Grand Marina SG tầng cao 166m2 đơn giá tốt,56000000000,337.3494,166 m²,"Phường Bến Nghé, Quận 1, Tp Hồ Chí Minh",Quận 1,Tp Hồ Chí Minh,10.78584,106.70952,,,3,3,,,1.0,2.0,,[],,Trần Hiếu,,,2025-12-12 00:00:00,https://www.chotot.com/124766727.htm,
5254,🆘Chung cư 482 Nơ Trang Long Bình Thạnh - 80m2 chỉ 3ty5 có sổ riêng,3500000000,43.75,80 m²,"Phường 12, Quận Bình Thạnh, Tp Hồ Chí Minh",Quận Bình Thạnh,Tp Hồ Chí Minh,10.817935,106.698265,,,2,1,,,3.0,6.0,,[],,Nguyen Thi Kim Phung,,,2025-12-12 00:00:00,https://www.chotot.com/129629830.htm,
5255,stown tham lương 2pn dt75m2 giá bán 3.8 tỷ,3800000000,50.666668,75 m²,"Phường Tân Thới Nhất, Quận 12, Tp Hồ Chí Minh",Quận 12,Tp Hồ Chí Minh,10.82442,106.62025,,,2,2,,,,6.0,,[],,nguyen anh,,,2025-12-12 00:00:00,https://www.chotot.com/129629643.htm,
5256,CHUNG CƯ Q11-LÊ THỊ BẠCH CÁT -CÓ SỔ HỒNG-BANK CHO VAY 1T-2PN-GIÁ TL,1890000000,61.363834,30.7999 m²,"Phường 11, Quận 11, Tp Hồ Chí Minh",Quận 11,Tp Hồ Chí Minh,10.764739,106.650795,,,2,1,,,1.0,6.0,,[],,Hồng Tiến Nhà Phố,,,2025-12-12 00:00:00,https://www.chotot.com/129281931.htm,
5257,Đã có sổ - Giỏ hàng căn hộ Orchid Park 2PN-2WC giá từ 2.550 tỷ - Có TL,2550000000,35.416668,72 m²,"Xã Phú Xuân, Huyện Nhà Bè, Tp Hồ Chí Minh",Huyện Nhà Bè,Tp Hồ Chí Minh,10.67615,106.74499,,,2,2,,,,6.0,,[],,Nguyễn Thị Thuỳ Linh,,,2025-12-12 00:00:00,https://www.chotot.com/125409295.htm,
5258,💥 BÁN NHANH! Căn 70m² Green River – Nhà Xịn – Giá Chỉ 3 Tỷ,3000000000,42.857143,70 m²,"Phường 6, Quận 8, Tp Hồ Chí Minh",Quận 8,Tp Hồ Chí Minh,10.73289,106.64306,,,2,2,,,,6.0,,[],,Mỹ Linhh,,,2025-12-12 00:00:00,https://www.chotot.com/129628991.htm,
5259,KẸT TIỀN CẦN BÁN SHOPHOUSE (CĂN HỘ TẦNG TRỆT) SỔ HỒNG RIÊNG,3500000000,58.333332,60 m²,"Phường Trường Thọ (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",Thành phố Thủ Đức,Tp Hồ Chí Minh,10.83266,106.75785,,,3,1,,,3.0,6.0,,[],,Văn phòng Bđs EhomeS Q9,,,2025-12-12 00:00:00,https://www.chotot.com/129474780.htm,
5260,Tại The Park cần bán căn 1PN giá Dưới 2tỷ4 rẻ nhất thị trường khu nam,2400000000,22.64151,106 m²,"Xã Phước Kiển, Huyện Nhà Bè, Tp Hồ Chí Minh",Huyện Nhà Bè,Tp Hồ Chí Minh,10.70387,106.71276,,,1,1,,,2.0,5.0,,[],,BÙI KHANG,,,2025-12-12 00:00:00,https://www.chotot.com/129268677.htm,
5261,"Bán C/c Himlam Nam Khánh,Ngay trung Tâm Q8 sầm uất! Căn 80m2, giá 3ty8",3800000000,47.5,80 m²,"Phường 5, Quận 8, Tp Hồ Chí Minh",Quận 8,Tp Hồ Chí Minh,10.7361,106.66936,,,3,2,,,2.0,6.0,,[],,A Thanh,,,2025-12-12 00:00:00,https://www.chotot.com/129073634.htm,
5262,"CẦN BÁN GẤP CĂN HỘ EHOMES, Q.9",2300000000,38.333332,60 m²,"Phường Phú Hữu (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",Thành phố Thủ Đức,Tp Hồ Chí Minh,10.79352,106.80008,,,2,2,,,2.0,2.0,,[],,Văn phòng Bđs EhomeS Q9,,,2025-12-12 00:00:00,https://www.chotot.com/129506825.htm,
5263,Căn góc view sông 75m2-2PN-2WC tại c/c Era Town,3200000000,42.666668,75 m²,"Phường Phú Mỹ, Quận 7, Tp Hồ Chí Minh",Quận 7,Tp Hồ Chí Minh,10.70316,106.73216,,,2,,,,,5.0,,[],,Phú Mỹ,,,2025-12-12 00:00:00,https://www.chotot.com/129628253.htm,
5264,Cần bán căn 2PN+1. 2WC full nội thất y hình giá 6.7 tỷ nhận nhà,6300000000,75.90362,83 m²,"Phường 9, Quận Phú Nhuận, Tp Hồ Chí Minh",Quận Phú Nhuận,Tp Hồ Chí Minh,10.80962,106.67288,,,3,2,,,,4.0,,[],,Bích Yến Novaland,,,2025-12-12 00:00:00,https://www.chotot.com/129018853.htm,
5265,Cần bán căn hộ 2 phòng prosper plaza giá 2.55 tỷ,2550000000,51.0,50 m²,"Phường Tân Thới Nhất, Quận 12, Tp Hồ Chí Minh",Quận 12,Tp Hồ Chí Minh,10.82954,106.61561,,,2,2,,,,5.0,,[],,Nguyen Anh,,,2025-12-12 00:00:00,https://www.chotot.com/124296205.htm,
5266,"CẦN BÁN NHANH CH MASTERI THẢO ĐIỀN 2PN2WC GIA  7.7TỶ, NHIỀU CĂN SẴN",7700000000,105.479454,73 m²,"Phường Thảo Điền (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",Thành phố Thủ Đức,Tp Hồ Chí Minh,10.80134,106.73999,,,2,2,,,1.0,6.0,,[],,Đức Huy,,,2025-12-12 00:00:00,https://www.chotot.com/126144368.htm,
5267,"View đẹp 2,080 tỷ/ 2PN công chứng ngay, vay 85% gần chợ Gò Vấp",2080000000,40.0,52 m²,"Phường 1, Quận Gò Vấp, Tp Hồ Chí Minh",Quận Gò Vấp,Tp Hồ Chí Minh,10.817904,106.68601,,,2,2,,,1.0,6.0,,[],,Ngọc,,,2025-12-12 00:00:00,https://www.chotot.com/129628027.htm,
5268,"Căn hộ 161m2-4PN-4WC, tại The Era Town, Q7, HCM. Căn góc, view sông",4150000000,25.776398,161 m²,"Phường Phú Mỹ, Quận 7, Tp Hồ Chí Minh",Quận 7,Tp Hồ Chí Minh,10.70316,106.73216,,,4,,,,,5.0,,[],,Phú Mỹ,,,2025-12-12 00:00:00,https://www.chotot.com/129628000.htm,
5269,"Siêu Phẩm- Căn Hộ Sunrise City Central 147m², 3pn, mới 100%, = 14.9 tỷ",14900000000,101.36054,147 m²,"Phường Tân Hưng, Quận 7, Tp Hồ Chí Minh",Quận 7,Tp Hồ Chí Minh,10.74367,106.70149,,,3,2,,,2.0,6.0,,[],,Nguyễn Minh Tâm,,,2025-12-12 00:00:00,https://www.chotot.com/129627971.htm,
5270,🌟 Cần bán căn hộ MT Eastmark City – Sổ hồng có sẵn – Giá 3 tỷ,3000000000,50.0,60 m²,"Phường Long Trường (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",Thành phố Thủ Đức,Tp Hồ Chí Minh,10.79732,106.82337,,,1,1,,,3.0,6.0,,[],,Nguyên Giáp,,,2025-12-12 00:00:00,https://www.chotot.com/129541559.htm,
5271,"CUỐI NĂM RA CĂN TỐT SAIGON GATEWAY BÁN 3.1 TỶ, SỔ ĐỎ TRAO TAY",3100000000,45.588234,68 m²,"Phường Hiệp Phú (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",Thành phố Thủ Đức,Tp Hồ Chí Minh,10.85097,106.77665,,,2,,,,,6.0,,[],,Quỳnh,,,2025-12-12 00:00:00,https://www.chotot.com/129490795.htm,
5272,Bán gấp căn hộ 2PN chung cư Quân đội  nằm cạnh Galaxy kinh dương vương,1750000000,31.818182,55 m²,"Phường 13, Quận 6, Tp Hồ Chí Minh",Quận 6,Tp Hồ Chí Minh,10.750969,106.628624,,,2,1,,,2.0,2.0,,[],,Phát,,,2025-12-12 00:00:00,https://www.chotot.com/128909525.htm,
5273,chung cư  thang bộ sổ hồng riêng lâu dài.DTSD 62m2 nhà đẹp,2100000000,33.870968,62 m²,"Phường 14, Quận Tân Bình, Tp Hồ Chí Minh",Quận Tân Bình,Tp Hồ Chí Minh,10.795627,106.64073,,,2,1,,,,6.0,,[],,phạm thị Nguyệt,,,2025-12-12 00:00:00,https://www.chotot.com/129627573.htm,
5274,"Cần Bán Gấp CH 3PN, Full Nội Thất, Tại The Everrich Infinity, Quận 5",11000000000,108.91089,101 m²,"Phường 4, Quận 5, Tp Hồ Chí Minh",Quận 5,Tp Hồ Chí Minh,10.76027,106.68074,,,3,2,,,2.0,6.0,,[],,Xuân Tín,,,2025-12-12 00:00:00,https://www.chotot.com/129018034.htm,
5275,"Chính Chủ Cần Bán Gấp CH 3PN, 2WC, Full Nội Thất, Tại KingDom 101, Q10",11000000000,106.79612,103 m²,"Phường 14, Quận 10, Tp Hồ Chí Minh",Quận 10,Tp Hồ Chí Minh,10.7747,106.66218,,,3,2,,,1.0,6.0,,[],,Xuân Tín,,,2025-12-12 00:00:00,https://www.chotot.com/128760394.htm,
5276,"Bán Gấp Nhiều CH 1PN, 2PN, 3PN, Tại The Everrich Infinity, Q5, Giá Rẻ",3300000000,70.21277,47 m²,"Phường 4, Quận 5, Tp Hồ Chí Minh",Quận 5,Tp Hồ Chí Minh,10.76027,106.68074,,,1,1,,,1.0,6.0,,[],,Xuân Tín,,,2025-12-12 00:00:00,https://www.chotot.com/128760177.htm,
5277,"Bán căn hộ chung cư Ngô Gia Tự, Q10, 55m2, 2pn, 2.9 tỷ",2900000000,52.727272,55 m²,"Phường 2, Quận 10, Tp Hồ Chí Minh",Quận 10,Tp Hồ Chí Minh,10.76315,106.67212,,,2,1,,,,6.0,,[],,Hồng Minh,,,2025-12-12 00:00:00,https://www.chotot.com/129544272.htm,
